TR:IFNg,TR:IGF1,TR:IL1a,TR:IL6,TR:LPS,TR:TGFa,TR:TNFa,TR:GSK3i,TR:IKKi,TR:JNK12i,TR:MEK12i,TR:PI3Ki,TR:mTORi,TR:p38i,DA:All,DV:AKT,DV:GSK3,DV:Ikb,DV:JNK12,DV:p38,DV:p70S6,DV:p90RSK,DV:STAT3,DV:cJUN,DV:CREB,DV:HistH3,DV:HSP27,DV:IRS1s,DV:MEK12,DV:p53
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.0014,0.0000,0.9969,0.0000,0.0000,0.6268,   NaN,0.0000,0.7858,0.7072,0.2572,0.0000,0.4252,0.4018,0.3267
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.0241,0.0001,0.9998,0.9999,0.9998,0.9861,0.9614,0.0000,0.9801,0.9972,0.6029,0.9996,0.9950,0.8375,0.7233
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.0142,0.4015,0.0000,0.0000,0.0000,0.3800,0.8548,0.9998,0.3694,0.4268,0.0261,0.0000,0.1473,0.4603,0.1933
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.4584,0.1339,0.0000,0.0000,0.0000,0.3890,   NaN,0.0000,0.0000,   NaN,0.1659,0.0000,0.0233,0.4218,0.1531
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.0301,0.6326,0.0000,0.0000,0.0000,0.9802,0.9930,0.0000,0.7201,0.9932,0.5500,0.0000,0.9884,0.9488,0.0466
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.1155,0.0000,0.0000,0.0000,0.0000,0.0072,   NaN,0.0000,0.0297,0.0000,0.0458,0.0000,0.0046,0.1831,0.2202
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.3492,0.0000,0.0995,0.0000,0.0000,0.0008,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.2552,0.0000,0.0000,0.0000,0.0000,0.4808,   NaN,0.0000,0.2452,0.0000,0.0034,0.0000,0.1284,0.0668,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.1614,0.0036,0.0000,0.0000,0.0000,0.7972,   NaN,0.0000,0.0713,0.4971,0.0286,0.0000,0.5589,0.2621,0.5225
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0013,0.2653,0.0000,0.9998,0.9998,0.9861,0.9150,0.0000,0.8513,0.9959,0.2435,0.9993,0.9918,0.8356,0.8234
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.4232,0.0017,0.0000,0.0000,0.0000,0.6799,0.8310,0.9999,0.3989,   NaN,0.0185,0.0000,0.5198,0.4728,0.5485
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.9186,0.9007,0.0000,0.0000,0.0000,0.9460,   NaN,0.0000,0.2629,   NaN,0.0000,0.0000,0.7458,0.0865,0.5752
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.7170,0.7856,0.0000,0.0000,   NaN,0.9861,0.9913,0.0000,0.1151,0.9936,0.0321,0.0000,0.9895,0.9404,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0056,0.0000,0.0000,0.0000,0.0000,0.1446,   NaN,0.0000,0.0000,0.0000,0.1024,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.6203,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.7358,0.0000,0.0000,0.0000,0.0000,0.3357,   NaN,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0011,0.0136
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.7295,0.0219,0.9968,0.0000,0.0000,0.1043,   NaN,0.0000,0.2959,   NaN,0.0000,0.0000,0.0148,0.0111,0.1330
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.3296,0.2638,0.9998,0.9998,0.9998,0.9833,0.9248,0.0000,0.9737,0.9969,0.2743,0.9995,0.9930,0.8123,0.7260
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.7374,0.0184,0.0000,0.0000,0.0000,0.0878,   NaN,0.9997,0.0003,0.4736,0.0000,0.0000,0.0277,0.4074,0.0149
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.9232,0.8969,0.0000,0.0000,0.0000,0.1459,   NaN,0.0000,0.0353,   NaN,0.0000,0.0000,0.0016,0.2549,0.1704
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.9093,0.8505,0.0000,0.0000,0.0000,0.9718,0.9933,0.0000,0.7402,0.9941,0.2913,0.0000,0.9875,0.9312,0.2529
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,30.0000,0.7519,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.2625,   NaN,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.2824,   NaN,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0151,0.0000,0.0471,0.0000,0.0084
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.5190,   NaN,0.9965,0.0000,0.0000,0.3031,   NaN,0.0000,0.5265,   NaN,0.0178,0.0000,0.0381,0.0000,0.2293
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,   NaN,0.9998,0.9998,0.9998,0.9735,0.8735,0.0000,0.9715,0.9954,0.3150,0.9994,0.9933,0.4880,0.3249
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.4907,   NaN,0.0000,0.0000,0.0000,0.2980,   NaN,0.9997,0.0282,   NaN,0.0269,0.0000,0.0606,0.0735,0.0000
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.9252,   NaN,0.0000,0.0000,0.0000,0.9276,   NaN,0.0000,0.0001,   NaN,0.0000,0.0000,0.3378,0.0857,0.0851
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.8971,   NaN,0.0000,0.0000,0.0000,0.9867,0.9921,0.0000,0.7759,0.9949,0.1529,0.0000,0.9898,0.9335,0.0156
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.4953,   NaN,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0734,0.0035,0.0020
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.1514,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0205,   NaN
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0001,0.0000,0.0000,   NaN,0.0000,0.0000,   NaN,0.0000,0.0000,   NaN,   NaN,0.0000,0.0000,0.0000,0.1446
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0354,0.0000,0.9957,   NaN,0.0000,0.0549,   NaN,0.0000,0.0000,0.4766,0.1024,0.0000,0.0000,0.0325,0.0808
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.1550,0.0329,0.9996,   NaN,0.9998,0.9397,0.8889,0.0000,0.6361,0.9968,0.0627,0.9991,0.9550,0.6862,0.0454
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0588,0.0000,0.0000,   NaN,0.0000,0.0000,   NaN,0.9997,0.0000,   NaN,0.2263,0.0000,0.0000,0.0586,0.2493
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.9142,0.1816,0.0000,   NaN,0.0000,0.0220,   NaN,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0596
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.7272,0.4906,0.0000,   NaN,   NaN,0.9782,0.9879,0.0000,0.0000,0.9948,0.0764,0.0000,0.9834,0.9398,0.1152
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0001,0.0000,0.0000,   NaN,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.1741,0.0000,0.0000,0.0513,   NaN
