TR:IFNg,TR:IGF1,TR:IL1a,TR:IL6,TR:LPS,TR:TGFa,TR:TNFa,TR:GSK3i,TR:IKKi,TR:JNK12i,TR:MEK12i,TR:PI3Ki,TR:mTORi,TR:p38i,DA:All,DV:AKT,DV:GSK3,DV:Ikb,DV:JNK12,DV:p38,DV:p70S6,DV:p90RSK,DV:STAT3,DV:cJUN,DV:CREB,DV:HistH3,DV:HSP27,DV:IRS1s,DV:MEK12,DV:p53
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.2615,0.0000,0.0000,0.0000,0.0000,0.0825,   NaN,0.0000,0.0017,   NaN,0.0615,0.0000,0.0632,0.0000,0.0084
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.6995,0.0000,0.0000,0.0000,0.0000,0.4864,   NaN,0.0000,0.0000,0.5902,0.1386,0.0000,0.2237,0.0106,0.1232
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.6072,0.0000,0.9978,0.0000,0.0000,0.5076,   NaN,0.0000,0.6606,0.4615,0.0261,0.0000,0.5328,0.0062,0.3017
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0003,0.0770,0.9998,0.9999,0.9999,0.9870,0.9017,0.0000,0.9746,0.9969,0.1708,0.9997,0.9943,0.7445,0.6626
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.7008,0.0000,0.0000,0.0000,0.0000,0.8143,   NaN,0.9999,0.0529,0.7676,0.3217,0.0000,0.5493,0.4542,0.0090
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.9259,0.6161,0.0000,0.0000,0.0000,0.9690,   NaN,0.0000,0.0000,0.8345,0.4207,0.0000,0.6134,0.2321,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.9161,0.6717,0.0000,0.0000,   NaN,0.9904,0.9926,0.0000,0.7129,0.9945,0.6964,0.0000,0.9892,0.9782,   NaN
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.3241,0.0000,0.0000,0.0000,0.0000,0.0112,   NaN,0.0000,0.0000,0.0000,0.0261,0.0000,0.0387,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.4086,0.0000,0.0000,0.0000,0.0000,0.2600,0.0000,0.0000,0.2907,   NaN,0.0000,0.0000,0.0000,   NaN,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.5798,0.0000,0.0000,0.0000,0.0000,0.1614,0.0000,0.0000,0.3439,   NaN,0.4207,0.0000,0.0000,   NaN,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.5221,0.0000,0.9953,0.0000,0.0000,0.0001,0.0000,0.0000,0.0981,   NaN,0.2435,0.0000,0.2042,   NaN,0.3529
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.4847,0.0000,0.9998,0.9998,0.9998,0.9855,0.0000,0.0000,0.9652,0.9953,0.4574,0.9996,0.9947,   NaN,0.7294
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.5826,0.0000,0.0000,0.0000,0.0000,0.2114,0.0000,0.9999,0.3276,0.0000,0.0627,0.0000,0.0000,   NaN,0.0000
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.9212,0.8235,0.0000,0.0000,0.0000,0.8941,0.0000,0.0000,0.4083,   NaN,0.1497,0.0000,0.0686,   NaN,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.9274,0.8965,0.0000,   NaN,   NaN,0.9560,0.0000,0.0000,0.2081,0.7410,0.1141,0.0000,0.7800,   NaN,0.0000
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,30.0000,0.5063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4100,0.0000,0.1111,0.0000,0.0000,   NaN,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.5730,0.0000,0.0000,0.0000,   NaN,0.2192,   NaN,0.0000,0.0000,   NaN,0.4531,0.0000,0.0561,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.7131,0.0000,0.0000,0.0000,   NaN,0.0000,   NaN,0.0000,0.0000,   NaN,0.0000,0.0000,0.1369,0.0000,0.2511
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.6510,0.0643,0.9951,0.0000,   NaN,0.3904,   NaN,0.0000,0.7543,   NaN,0.2110,0.0000,0.5065,0.0000,0.4002
0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.7233,0.2262,0.9998,0.9999,   NaN,0.9861,0.8865,0.0000,0.9587,0.9894,0.5194,0.0000,0.9947,0.7256,0.8819
0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.5620,0.1786,0.0000,0.0000,   NaN,0.5514,   NaN,0.9998,0.0748,   NaN,0.0000,0.0000,0.4194,0.0407,0.1136
0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.9216,0.8753,0.0000,0.0000,   NaN,0.9431,   NaN,0.0000,0.0000,   NaN,0.0000,0.0000,0.4317,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.9103,0.8745,0.0000,0.0000,   NaN,0.9872,0.9921,0.0000,0.5099,0.9917,0.5616,0.0000,0.9923,0.9447,0.2456
0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,30.0000,0.3990,0.0000,0.0000,0.0000,   NaN,0.2140,   NaN,0.0000,0.0000,0.0000,0.2709,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.3173,0.0000,0.0000,0.0000,0.0000,0.0000,   NaN,0.0000,0.0429,0.0000,0.0981,0.0000,0.0000,0.0000,0.2076
1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,30.0000,0.0749,0.0000,0.0000,0.0000,0.0000,0.0119,   NaN,0.0000,0.0942,0.0000,0.1561,0.0000,0.0098,0.2449,0.0794
